country,period,log_rel_flu_level,cov_daily_cases,workplace_presence_reduction,idvi,age,T,RH,latitude,longitude,nb_days_school_closure,nb_days_workplace_closure,nb_days_public_event_restrictions,nb_days_gathering_restrictions,nb_days_public_transport_restrictions,nb_days_stay_at_home_requirements,nb_days_facial_covering_requirements,nb_days_elderly_shielding,nb_days_international_travel_restrictions,nb_days_testing_implementation,nb_days_contact_tracing_implementation
Bolivia (Plurinational State of),spring2020,-0.8661801614858102,17.133263736263736,57.61538461538461,0.500436,25.4,297.8240700820595,63.12602080520493,-17.24265734971056,-65.95110691228105,91.0,85.0,91.0,90.0,68.0,90.0,14.0,91.0,91.0,0.0,0.0
Bolivia (Plurinational State of),spring2021,-1.909655504004016,137.04067032967035,6.066666666666666,0.500436,25.4,297.5564843801937,66.65648017619793,-17.24265734971056,-65.95110691228105,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,78.0,6.0,0.0
Brazil,spring2020,-1.2029757984592826,44.60151648351648,19.82850092535472,0.716641,33.5,297.14818375971,75.9367676546446,-18.452805057894587,-45.24934894684034,91.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,75.0
Brazil,spring2021,-3.722865456689176,304.6243186813187,-0.1575520833333333,0.716641,33.5,297.43796265717623,75.39279069670701,-18.452805057894587,-45.24934894684034,35.0,79.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0
Brazil,summer2020,-3.15434529859956,177.89834065934065,6.892161108705067,0.716641,33.5,296.2793043725533,69.78950347331923,-18.452805057894587,-45.24934894684034,91.0,73.0,0.0,0.0,0.0,0.0,26.0,0.0,44.0,0.0,91.0
Brazil,summer2021,-3.4986936743143318,183.86515384615385,-10.796709129511678,0.716641,33.5,295.4965078086824,69.59062689964475,-18.452805057894587,-45.24934894684034,0.0,23.0,0.0,0.0,0.0,0.0,79.0,0.0,12.0,12.0,0.0
Brazil,winter2021,-2.858145902811987,235.4007472527472,3.681995661605206,0.716641,33.5,299.54424849097416,77.26205320102378,-18.452805057894587,-45.24934894684034,91.0,91.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,49.0
Bulgaria,winter2021,-2.647426735599524,157.91695604395605,25.15,0.66612,44.7,280.5949134911425,75.28703949307308,42.68946311663259,24.35550056638828,91.0,91.0,91.0,82.0,0.0,0.0,91.0,0.0,91.0,0.0,91.0
Cambodia,autumn2020,-0.0127793314526102,0.0544615384615384,21.83333333333333,0.355133,25.6,299.15264892578125,78.56405639648438,11.56245,104.91601,14.0,91.0,14.0,14.0,0.0,91.0,0.0,14.0,0.0,0.0,0.0
Cambodia,spring2020,-0.4503450627150926,0.0784505494505494,15.761904761904765,0.355133,25.6,302.0566711425781,69.75220489501953,11.56245,104.91601,91.0,90.0,55.0,76.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
Cambodia,spring2021,-2.341255012747762,24.058967032967036,35.69565217391305,0.355133,25.6,301.3260498046875,73.4936752319336,11.56245,104.91601,89.0,89.0,34.0,52.0,0.0,17.0,22.0,32.0,0.0,0.0,91.0
Cambodia,summer2020,-0.3624626307531998,0.0953076923076922,16.095238095238095,0.355133,25.6,300.49664306640625,79.85079193115234,11.56245,104.91601,84.0,62.0,0.0,0.0,0.0,42.0,0.0,0.0,18.0,0.0,0.0
Cambodia,summer2021,-3.304411571371937,39.60571428571428,36.19047619047619,0.355133,25.6,300.3944091796875,78.2697525024414,11.56245,104.91601,91.0,91.0,14.0,46.0,0.0,0.0,20.0,0.0,0.0,0.0,91.0
Cambodia,winter2021,-1.8854910296114435,0.6263406593406593,20.90909090909091,0.355133,25.6,299.4975891113281,61.12466812133789,11.56245,104.91601,28.0,57.0,85.0,91.0,0.0,48.0,34.0,7.0,0.0,0.0,34.0
Cameroon,autumn2020,-0.3750516104464169,2.00856043956044,13.0,0.38877,18.8,299.68205639135505,83.74074682191005,4.431559271846379,10.643114457467204,0.0,0.0,71.0,91.0,18.0,0.0,91.0,0.0,8.0,0.0,0.0
Cameroon,spring2020,-1.130573485543848,3.503241758241758,5.913043478260869,0.38877,18.8,300.8524521562153,81.55109879352274,4.431559271846379,10.643114457467204,89.0,44.0,89.0,89.0,89.0,0.0,63.0,0.0,89.0,0.0,0.0
Cameroon,spring2021,0.0821240204694154,15.93115384615385,16.541666666666668,0.38877,18.8,300.63330905922953,81.73858205877605,4.431559271846379,10.643114457467204,0.0,0.0,0.0,91.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0
Cameroon,summer2021,-0.3802928800692601,1.6630439560439558,13.296296296296296,0.38877,18.8,298.7757086258762,85.43575461284789,4.431559271846379,10.643114457467204,0.0,0.0,0.0,91.0,0.0,0.0,91.0,0.0,0.0,35.0,0.0
Cameroon,winter2021,0.2183171333379776,6.248021978021978,21.185185185185187,0.38877,18.8,301.5443822123551,70.84519716643527,4.431559271846379,10.643114457467204,0.0,0.0,0.0,91.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0
Canada,autumn2020,-2.2194505026198192,93.89725274725276,17.0431654676259,0.9734,41.4,281.87905223895376,71.75102492733642,46.34300260018114,-87.86346816554885,38.0,26.0,0.0,0.0,0.0,91.0,0.0,91.0,91.0,0.0,21.0
Canada,spring2020,-1.0150509705484496,28.39715384615385,38.87109375,0.9734,41.4,282.8373031637556,62.13645791875269,46.34300260018114,-87.86346816554885,91.0,89.0,0.0,7.0,0.0,91.0,0.0,91.0,89.0,0.0,0.0
Canada,spring2021,-3.6644357816573994,142.53706593406594,19.31294964028777,0.9734,41.4,284.52767607373687,60.0874557572328,46.34300260018114,-87.86346816554885,91.0,74.0,0.0,0.0,0.0,16.0,0.0,91.0,91.0,0.0,0.0
